Sesion,Modelo,NumeroParte,Posicion,Renglon,Columna,ID_PCB,Resultado,Defectos,DescripcionOtro,DetalleDefectos,Fecha/Hora,Falso rechazo,Falta de soldadura,Exceso de soldadura,Cortos,Circuito abierto,Componente faltante,Componente equivocado,Componente desplazado,Componente levantado,Componente dañado,Efecto lápida,Polaridad invertida,Rotación incorrecta,Pin doblado,Pin sin soldar,Pin largo,Conector levantado,Conector faltante,Bola de soldadura,Junta fría,PCB quemada,PCB ampollada,Máscara antisoldante levantada,Pad levantado,Contaminación,Exceso de flux,Otro
SES-20260806-095345-635726,Lion Mite,635726,PCB 11,2,5,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 12,2,4,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 13,2,3,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 14,2,2,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 15,2,1,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 16,1,5,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 17,1,4,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 18,1,3,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 19,1,2,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-095345-635726,Lion Mite,635726,PCB 20,1,1,,PASS,0,,,06/08/2026 09:54:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 1,4,5,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 2,4,4,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 3,4,3,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 4,4,2,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 5,4,1,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 6,3,5,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 7,3,4,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 8,3,3,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 9,3,2,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 10,3,1,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 11,2,5,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 12,2,4,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 13,2,3,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 14,2,2,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 15,2,1,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 16,1,5,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 17,1,4,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 18,1,3,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 19,1,2,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163100-635726,Lion Mite,635726,PCB 20,1,1,,PASS,0,,,06/08/2026 16:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 1,5,1,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 2,5,2,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 3,5,3,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 4,5,4,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 5,5,5,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 6,5,6,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 7,4,1,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 8,4,2,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 9,4,3,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 10,4,4,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 11,4,5,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 12,4,6,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 13,3,1,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 14,3,2,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 15,3,3,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 16,3,4,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 17,3,5,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 18,3,6,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 19,2,1,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 20,2,2,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 21,2,3,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 22,2,4,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 23,2,5,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 24,2,6,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 25,1,1,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 26,1,2,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 27,1,3,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 28,1,4,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 29,1,5,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163348-635727,ROUTER,635727,PCB 30,1,6,,PASS,0,,,06/08/2026 16:33:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 1,4,5,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 2,4,4,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 3,4,3,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 4,4,2,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 5,4,1,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 6,3,5,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 7,3,4,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 8,3,3,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 9,3,2,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 10,3,1,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 11,2,5,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 12,2,4,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 13,2,3,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 14,2,2,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 15,2,1,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 16,1,5,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 17,1,4,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 18,1,3,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 19,1,2,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SES-20260806-163628-635726,Lion Mite,635726,PCB 20,1,1,,PASS,0,,,06/08/2026 16:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
